,album_name,album_img,album_release_date,album_popularity,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,track_popularity
162,Show,https://i.scdn.co/image/7d4819d557b6f4ef5455a8de7811992a3222375c,1993-10-26,34,"Friday I'm In Love - Live At The Palace, Auburn Hills, Michigan",0.426,0.813,D,-13.972,major,0.0583,0.0805,0.00352,0.979,0.333,143.554,4,225267,25
163,Show,https://i.scdn.co/image/7d4819d557b6f4ef5455a8de7811992a3222375c,1993-10-26,34,"In Between Days - Live At The Palace, Auburn Hills, Michigan",0.457,0.729,D,-12.951,major,0.0386,0.164,0.0591,0.978,0.539,145.139,4,192800,40
164,Show,https://i.scdn.co/image/7d4819d557b6f4ef5455a8de7811992a3222375c,1993-10-26,34,"From The Edge Of The Deep Green Sea - Live At The Palace, Auburn Hills, Michigan",0.362,0.793,E,-12.103,minor,0.0497,0.059,0.103,0.862,0.186,111.15,4,474933,22
165,Show,https://i.scdn.co/image/7d4819d557b6f4ef5455a8de7811992a3222375c,1993-10-26,34,"Never Enough - Live At The Palace, Auburn Hills, Michigan",0.405,0.89,D,-11.176,major,0.0798,0.0796,0.00396,0.369,0.155,109.438,4,292693,19
166,Show,https://i.scdn.co/image/7d4819d557b6f4ef5455a8de7811992a3222375c,1993-10-26,34,"Cut - Live At The Palace, Auburn Hills, Michigan",0.242,0.887,E,-12.172,minor,0.0904,0.31,0.24,0.426,0.167,155.123,4,325000,19
167,Show,https://i.scdn.co/image/7d4819d557b6f4ef5455a8de7811992a3222375c,1993-10-26,34,"End - Live At The Palace, Auburn Hills, Michigan",0.266,0.749,F,-12.205,major,0.052,0.0674,0.264,0.776,0.164,79.962,4,478533,19
168,Wild Mood Swings,https://i.scdn.co/image/e8d80cfa2ff8906eb9f0b685e7c5aa6ac1039310,1996-05-06,30,Want,0.387,0.813,C#,-3.645,major,0.031,0.0533,0.0266,0.141,0.233,167.851,4,306533,25
169,Wild Mood Swings,https://i.scdn.co/image/e8d80cfa2ff8906eb9f0b685e7c5aa6ac1039310,1996-05-06,30,Club America,0.421,0.978,G,-3.229,major,0.113,0.158,0.0208,0.19,0.368,108.696,4,301467,18
170,Wild Mood Swings,https://i.scdn.co/image/e8d80cfa2ff8906eb9f0b685e7c5aa6ac1039310,1996-05-06,30,This Is A Lie,0.412,0.531,E,-5.933,minor,0.0312,0.0276,7.65E-05,0.275,0.236,150.722,3,269800,21
171,Wild Mood Swings,https://i.scdn.co/image/e8d80cfa2ff8906eb9f0b685e7c5aa6ac1039310,1996-05-06,30,The 13th,0.706,0.679,C#,-4.408,major,0.0305,0.759,0.000451,0.363,0.548,115.377,4,257200,21
172,Wild Mood Swings,https://i.scdn.co/image/e8d80cfa2ff8906eb9f0b685e7c5aa6ac1039310,1996-05-06,30,Strange Attraction,0.607,0.697,C,-5.446,major,0.0736,0.127,0,0.0963,0.451,90.118,4,261773,25
173,Wild Mood Swings,https://i.scdn.co/image/e8d80cfa2ff8906eb9f0b685e7c5aa6ac1039310,1996-05-06,30,Mint Car,0.602,0.945,D,-3.293,major,0.0623,0.0663,0,0.386,0.761,143.844,4,209733,37
174,Wild Mood Swings,https://i.scdn.co/image/e8d80cfa2ff8906eb9f0b685e7c5aa6ac1039310,1996-05-06,30,Jupiter Crash,0.557,0.824,G,-6.458,major,0.0395,0.237,0.0155,0.901,0.573,158.396,3,255560,22
175,Wild Mood Swings,https://i.scdn.co/image/e8d80cfa2ff8906eb9f0b685e7c5aa6ac1039310,1996-05-06,30,Round & Round & Round,0.687,0.951,D,-2.538,major,0.0494,0.123,0.000743,0.384,0.61,108.928,4,158867,18
176,Wild Mood Swings,https://i.scdn.co/image/e8d80cfa2ff8906eb9f0b685e7c5aa6ac1039310,1996-05-06,30,Gone! - Radio Mix,0.676,0.872,B,-3.081,minor,0.057,0.358,0.000194,0.307,0.742,131.211,3,267360,19
177,Wild Mood Swings,https://i.scdn.co/image/e8d80cfa2ff8906eb9f0b685e7c5aa6ac1039310,1996-05-06,30,Numb,0.472,0.758,F#,-4.664,minor,0.0372,0.218,0.000318,0.35,0.398,155.74,4,289533,19
178,Wild Mood Swings,https://i.scdn.co/image/e8d80cfa2ff8906eb9f0b685e7c5aa6ac1039310,1996-05-06,30,Return,0.465,0.919,D,-2.791,major,0.0985,0.189,0,0.124,0.752,152.999,4,208067,16
179,Wild Mood Swings,https://i.scdn.co/image/e8d80cfa2ff8906eb9f0b685e7c5aa6ac1039310,1996-05-06,30,Trap,0.511,0.943,F,-2.951,major,0.0378,0.000549,0.0392,0.305,0.48,109.762,4,217427,16
180,Wild Mood Swings,https://i.scdn.co/image/e8d80cfa2ff8906eb9f0b685e7c5aa6ac1039310,1996-05-06,30,Treasure,0.384,0.694,D,-7.385,major,0.0426,0.6,0.0214,0.118,0.416,74.919,4,225333,20
181,Wild Mood Swings,https://i.scdn.co/image/e8d80cfa2ff8906eb9f0b685e7c5aa6ac1039310,1996-05-06,30,Bare,0.537,0.655,D,-7.313,major,0.0332,0.0803,0.0263,0.071,0.538,149.954,3,476267,18
182,Bloodflowers,https://i.scdn.co/image/75d5dcca1305899f500f8d8796511f291a36fc59,2000-02-15,31,Out Of This World,0.556,0.654,E,-11.033,minor,0.0332,0.0284,0.64,0.387,0.625,79.95,1,402800,31
183,Bloodflowers,https://i.scdn.co/image/75d5dcca1305899f500f8d8796511f291a36fc59,2000-02-15,31,Watching Me Fall,0.37,0.832,A,-3.106,minor,0.037,0.000299,0.00032,0.146,0.321,79.944,4,672293,23
184,Bloodflowers,https://i.scdn.co/image/75d5dcca1305899f500f8d8796511f291a36fc59,2000-02-15,31,Where The Birds Always Sing,0.512,0.776,G,-7.085,major,0.0392,0.0102,0.0237,0.0714,0.66,79.973,4,342773,22
185,Bloodflowers,https://i.scdn.co/image/75d5dcca1305899f500f8d8796511f291a36fc59,2000-02-15,31,Maybe Someday,0.366,0.908,C,-4.224,major,0.0407,0.148,0.00163,0.315,0.489,180.026,4,304947,34
186,Bloodflowers,https://i.scdn.co/image/75d5dcca1305899f500f8d8796511f291a36fc59,2000-02-15,31,The Last Day Of Summer,0.537,0.811,C,-6.08,major,0.0283,0.0539,0.435,0.0903,0.435,149.877,4,335840,34
187,Bloodflowers,https://i.scdn.co/image/75d5dcca1305899f500f8d8796511f291a36fc59,2000-02-15,31,There Is No If...,0.623,0.498,D,-9.545,major,0.0325,0.511,0,0.354,0.439,94.9,4,222893,23
188,Bloodflowers,https://i.scdn.co/image/75d5dcca1305899f500f8d8796511f291a36fc59,2000-02-15,31,The Loudest Sound,0.579,0.736,F,-6.839,major,0.0239,0.0604,0.248,0.357,0.261,79.987,4,309107,21
189,Bloodflowers,https://i.scdn.co/image/75d5dcca1305899f500f8d8796511f291a36fc59,2000-02-15,31,39,0.434,0.927,C#,-3.389,minor,0.041,0.00351,0.00891,0.185,0.265,89.995,4,437267,20
190,Bloodflowers,https://i.scdn.co/image/75d5dcca1305899f500f8d8796511f291a36fc59,2000-02-15,31,Bloodflowers,0.508,0.77,F#,-5.967,minor,0.0355,0.0133,0.081,0.113,0.329,89.837,4,447293,23
191,The Cure,https://i.scdn.co/image/34ce6c6c4fd523c5415886027f340505dafd1dc3,2004-06-28,28,Lost,0.507,0.838,G,-5.689,major,0.0429,0.247,0.027,0.343,0.39,85.064,4,247507,23
192,The Cure,https://i.scdn.co/image/34ce6c6c4fd523c5415886027f340505dafd1dc3,2004-06-28,28,Labyrinth,0.303,0.94,G,-4.273,major,0.0563,0.000501,0.116,0.184,0.482,189.923,4,314307,21
193,The Cure,https://i.scdn.co/image/34ce6c6c4fd523c5415886027f340505dafd1dc3,2004-06-28,28,Before Three,0.323,0.912,G,-3.528,major,0.0406,0.00202,0.000486,0.186,0.521,199.957,4,280253,21
194,The Cure,https://i.scdn.co/image/34ce6c6c4fd523c5415886027f340505dafd1dc3,2004-06-28,28,The End Of The World,0.672,0.921,C,-3.397,major,0.0471,0.149,0,0.308,0.676,119.986,4,223760,35
195,The Cure,https://i.scdn.co/image/34ce6c6c4fd523c5415886027f340505dafd1dc3,2004-06-28,28,Anniversary,0.544,0.836,F#,-6.889,minor,0.042,0.0438,0.175,0.0656,0.371,120.04,4,262933,19
196,The Cure,https://i.scdn.co/image/34ce6c6c4fd523c5415886027f340505dafd1dc3,2004-06-28,28,Us Or Them,0.359,0.978,D,-2.969,major,0.0885,0.0083,0.0155,0.331,0.412,180.167,4,249387,21
197,The Cure,https://i.scdn.co/image/34ce6c6c4fd523c5415886027f340505dafd1dc3,2004-06-28,28,alt.end,0.624,0.948,E,-4.312,minor,0.0446,0.168,0,0.217,0.588,115.028,4,270720,22
198,The Cure,https://i.scdn.co/image/34ce6c6c4fd523c5415886027f340505dafd1dc3,2004-06-28,28,(I Don't Know What's Going) On,0.603,0.931,D,-3.666,major,0.0423,0.0398,0.00168,0.3,0.519,129.95,4,177720,19
199,The Cure,https://i.scdn.co/image/34ce6c6c4fd523c5415886027f340505dafd1dc3,2004-06-28,28,Taking Off,0.552,0.936,E,-3.726,minor,0.0466,0.0101,3.77E-05,0.378,0.472,140.012,4,199547,19
200,The Cure,https://i.scdn.co/image/34ce6c6c4fd523c5415886027f340505dafd1dc3,2004-06-28,28,Never,0.581,0.948,F#,-2.161,minor,0.0579,0.0109,3.57E-06,0.118,0.511,140.024,4,244933,17
201,The Cure,https://i.scdn.co/image/34ce6c6c4fd523c5415886027f340505dafd1dc3,2004-06-28,28,The Promise,0.339,0.932,F,-3.92,major,0.0473,0.000859,0.196,0.385,0.177,179.981,3,616520,0
202,Hypnagogic States,https://i.scdn.co/image/d0ce107c77a59e6832a5ddd6121d1d3c5ec0b3ab,2008-01-01,11,The Only One - Remix 4 by 30 Seconds To Mars,0.579,0.855,A,-4.765,major,0.0889,0.356,0.000311,0.0784,0.545,117.5,4,263267,14
203,Hypnagogic States,https://i.scdn.co/image/d0ce107c77a59e6832a5ddd6121d1d3c5ec0b3ab,2008-01-01,11,Freakshow - Wolves At The Gate Remix by Jade Puget (AFI),0.589,0.919,F#,-3.55,minor,0.0762,0.00047,0.0217,0.102,0.543,144.983,4,195920,12
204,Hypnagogic States,https://i.scdn.co/image/d0ce107c77a59e6832a5ddd6121d1d3c5ec0b3ab,2008-01-01,11,Sleep When I'm Dead - Remix 4 by Gerard Way (MCR) and Julien-K,0.721,0.873,C,-4.811,major,0.0936,0.0735,4.92E-05,0.612,0.739,140.049,4,241560,12
205,Hypnagogic States,https://i.scdn.co/image/d0ce107c77a59e6832a5ddd6121d1d3c5ec0b3ab,2008-01-01,11,The Perfect Boy - Remix 4 by Patrick Stump / Pete Wentz (FOB),0.77,0.776,D,-5.076,major,0.0333,0.0101,0,0.228,0.647,109.993,4,229480,11
206,Hypnagogic States,https://i.scdn.co/image/d0ce107c77a59e6832a5ddd6121d1d3c5ec0b3ab,2008-01-01,11,Exploding Head Syndrome - 4 Single Remix by 65 Days of Static,0.326,0.743,A,-9.124,major,0.0488,0.0067,0.677,0.15,0.141,140.135,4,1286600,12
207,Hypnagogic States,https://i.scdn.co/image/d0ce107c77a59e6832a5ddd6121d1d3c5ec0b3ab,2008-01-01,11,The Only One - Remix 65 by 65 Days Of Static,0.434,0.944,D,-5.141,major,0.13,0.00132,0.467,0.641,0.251,117.405,4,268347,0
208,4:13 Dream,https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37,2008-10-27,38,Underneath The Stars,0.231,0.774,A,-4.965,major,0.0481,0.101,0.284,0.133,0.313,86.49,5,376587,41
209,4:13 Dream,https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37,2008-10-27,38,The Only One,0.564,0.9,D,-2.414,major,0.0401,0.0558,0.00119,0.381,0.693,117.43,4,235360,35
210,4:13 Dream,https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37,2008-10-27,38,The Reasons Why,0.637,0.865,C,-3.421,major,0.0363,0.129,0.000158,0.186,0.584,124.997,3,275280,32
211,4:13 Dream,https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37,2008-10-27,38,Freakshow,0.584,0.926,F#,-3.194,minor,0.048,0.0145,0,0.223,0.869,145,4,148320,31
212,4:13 Dream,https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37,2008-10-27,38,Sirensong,0.489,0.689,A,-4.467,major,0.0351,0.543,0.000893,0.101,0.819,159.968,3,142440,30
213,4:13 Dream,https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37,2008-10-27,38,The Real Snow White,0.5,0.937,A,-1.705,minor,0.0321,0.0875,0.00183,0.0855,0.459,110.022,4,281947,29
214,4:13 Dream,https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37,2008-10-27,38,The Hungry Ghost,0.571,0.906,C#,-2.588,minor,0.0404,0.0238,9.96E-05,0.104,0.483,109.966,4,269440,39
215,4:13 Dream,https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37,2008-10-27,38,Switch,0.356,0.965,E,-1.786,minor,0.123,0.0175,0.396,0.674,0.44,134.771,4,222013,27
216,4:13 Dream,https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37,2008-10-27,38,The Perfect Boy,0.677,0.724,G,-4.997,major,0.0306,0.388,0,0.0856,0.57,109.971,4,201160,30
217,4:13 Dream,https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37,2008-10-27,38,This. Here And Now. With You,0.609,0.854,D,-4.364,major,0.0368,0.0159,0,0.166,0.435,117.546,4,246333,28
218,4:13 Dream,https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37,2008-10-27,38,Sleep When I'm Dead,0.49,0.97,D,-1.677,minor,0.133,0.075,0.000119,0.298,0.31,140.027,4,230960,27
219,4:13 Dream,https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37,2008-10-27,38,The Scream,0.271,0.982,B,-2.841,major,0.248,0.0398,0.134,0.331,0.0447,120.014,4,275467,26
220,4:13 Dream,https://i.scdn.co/image/6653c09a46f24a93a421ff945e473da8c4001a37,2008-10-27,38,It's Over,0.391,0.998,A,-1.378,minor,0.168,0.0045,0.687,0.382,0.214,149.994,4,256840,26
